Date,ID,Customer_Name,Product_ID,Product,Sales
4/7/19,C101,Charles Hughes,094714157-X,Consulting,24
7/6/19,C194,Lawrence Sanchez,949632246-8,Azure Consulting,351
2/15/19,C186,Henry Stanley,271951398-9,Power BI Consulting,506
12/4/19,C108,Gerald Henry,788959641-3,Networking,253
7/14/19,C105,Clarence Cunningham,941254104-X,Element Training,314
11/13/19,C090,Brian Warren,941254104-X,Element Training,449
10/28/19,C056,Aaron Day,271951398-9,Power BI Consulting,497
10/2/19,C046,Douglas Tucker,941254104-X,Element Training,651
7/10/19,C129,Roy Shaw,788959641-3,Networking,209
9/24/19,C036,Todd Roberts,949632246-8,Azure Consulting,677
12/27/19,C229,Brandon Wright,281914369-5,Web Hosting,315
4/9/19,C084,Richard Hudson,788959641-3,Networking,916
3/12/19,C251,Christopher Ramos,941254104-X,Element Training,512
4/18/19,C080,Clarence Greene,271951398-9,Power BI Consulting,654
10/29/19,C250,Arthur Webb,941254104-X,Element Training,922
5/29/19,C156,Joshua Anderson,281914369-5,Web Hosting,669
1/29/19,C224,Andrew Butler,542176934-8,Financial Reporting,694
1/5/19,C187,Christopher Wright,094714157-X,Consulting,59
10/19/19,C174,Peter Wells,542176934-8,Financial Reporting,152
5/6/19,C246,Fred Evans,733547075-7,Web Design,97
12/9/19,C175,Wayne Rodriguez,941254104-X,Element Training,511
8/31/19,C261,Raymond Allen,949632246-8,Azure Consulting,673
5/20/19,C237,Richard Peterson,788959641-3,Networking,328
3/24/19,C052,Jerry Simmons,941254104-X,Element Training,632
8/26/19,C045,Joe Price,949632246-8,Azure Consulting,870
9/9/19,C231,Gary Baker,949632246-8,Azure Consulting,813
1/27/19,C079,Michael Lewis,941254104-X,Element Training,426
2/12/19,C019,Shawn Long,271951398-9,Power BI Consulting,990
5/6/19,C153,Mark Lee,847676762-5,Linux Consulting,47
10/4/19,C204,Fred Bryant,094714157-X,Consulting,806
8/31/19,C121,Willie Day,782417101-9,AWS Consulting,263
3/12/19,C083,Raymond Barnes,542176934-8,Financial Reporting,308
10/18/19,C252,Roger Tucker,094714157-X,Consulting,939
8/10/19,C153,Mark Lee,281914369-5,Web Hosting,857
10/6/19,C125,Jonathan Lynch,941254104-X,Element Training,24
3/18/19,C049,Donald Reynolds,788959641-3,Networking,552
1/24/19,C216,Jonathan Freeman,782417101-9,AWS Consulting,897
2/11/19,C207,Carl Anderson,949632246-8,Azure Consulting,145
7/20/19,C188,Nicholas Morrison,941254104-X,Element Training,24
3/9/19,C043,Anthony Torres,788959641-3,Networking,340
5/23/19,C018,Benjamin Kim,094714157-X,Consulting,448
8/17/19,C205,Daniel Carroll,542176934-8,Financial Reporting,86
10/16/19,C214,Wayne Gordon,271951398-9,Power BI Consulting,733
5/17/19,C232,George Ellis,542176934-8,Financial Reporting,781
5/1/19,C023,Dennis Ruiz,949632246-8,Azure Consulting,495
7/16/19,C114,Juan Perez,094714157-X,Consulting,982
2/12/19,C254,Christopher Miller,941254104-X,Element Training,86
6/17/19,C093,Gerald Rogers,281914369-5,Web Hosting,772
2/22/19,C046,Douglas Tucker,788959641-3,Networking,733
2/15/19,C247,Ronald Bradley,094714157-X,Consulting,864
7/10/19,C107,Steven Young,788959641-3,Networking,860
1/4/19,C106,Justin Graham,782417101-9,AWS Consulting,381
6/13/19,C040,Frank Brown,733547075-7,Web Design,280
8/10/19,C230,Larry Ray,782417101-9,AWS Consulting,477
2/22/19,C056,Aaron Day,094714157-X,Consulting,633
3/6/19,C100,Steve Wells,949632246-8,Azure Consulting,561
2/3/19,C074,Eugene Sims,949632246-8,Azure Consulting,512
6/30/19,C144,Louis Johnston,782417101-9,AWS Consulting,662
4/10/19,C076,Eric Armstrong,782417101-9,AWS Consulting,628
8/27/19,C032,Joshua Ryan,271951398-9,Power BI Consulting,155
4/22/19,C099,Jack Stevens,847676762-5,Linux Consulting,295
2/27/19,C144,Louis Johnston,949632246-8,Azure Consulting,955
8/15/19,C173,Adam Wheeler,281914369-5,Web Hosting,87
11/17/19,C036,Todd Roberts,094714157-X,Consulting,26
2/4/19,C058,David Ford,733547075-7,Web Design,294
8/25/19,C160,Albert Robinson,271951398-9,Power BI Consulting,404
10/28/19,C252,Roger Tucker,094714157-X,Consulting,704
6/26/19,C018,Benjamin Kim,788959641-3,Networking,553
11/14/19,C051,Carlos Miller,733547075-7,Web Design,658
10/16/19,C171,Peter Cook,782417101-9,AWS Consulting,586
3/26/19,C056,Aaron Day,733547075-7,Web Design,503
1/2/19,C105,Clarence Cunningham,733547075-7,Web Design,362
5/8/19,C041,Shawn Wallace,847676762-5,Linux Consulting,912
7/4/19,C036,Todd Roberts,949632246-8,Azure Consulting,45
11/24/19,C225,Eric Moore,271951398-9,Power BI Consulting,727
10/27/19,C105,Clarence Cunningham,281914369-5,Web Hosting,203
9/8/19,C161,Fred Romero,733547075-7,Web Design,94
5/19/19,C169,Johnny Butler,542176934-8,Financial Reporting,745
11/13/19,C259,Gregory Jackson,271951398-9,Power BI Consulting,210
5/18/19,C089,Patrick Rivera,271951398-9,Power BI Consulting,204
11/15/19,C020,Steve Diaz,271951398-9,Power BI Consulting,86
7/5/19,C177,Todd Watson,094714157-X,Consulting,49
9/5/19,C233,Justin Butler,094714157-X,Consulting,784
8/15/19,C243,Earl Franklin,094714157-X,Consulting,321
5/16/19,C191,Nicholas Ward,941254104-X,Element Training,348
7/24/19,C199,Eugene Cunningham,271951398-9,Power BI Consulting,613
2/15/19,C207,Carl Anderson,788959641-3,Networking,189
9/19/19,C004,Dennis Morris,941254104-X,Element Training,41
1/5/19,C077,Edward Mason,782417101-9,AWS Consulting,763
2/10/19,C200,Jack Phillips,941254104-X,Element Training,892
4/18/19,C235,Mark Simmons,281914369-5,Web Hosting,912
12/27/19,C152,Michael Lane,094714157-X,Consulting,301
2/16/19,C053,David Nguyen,542176934-8,Financial Reporting,787
3/25/19,C127,Thomas Holmes,733547075-7,Web Design,615
10/20/19,C167,Daniel Nguyen,782417101-9,AWS Consulting,641
2/17/19,C232,George Ellis,733547075-7,Web Design,744
12/11/19,C252,Roger Tucker,542176934-8,Financial Reporting,817
4/16/19,C123,Jeremy Peterson,847676762-5,Linux Consulting,616
5/2/19,C050,Shawn Torres,949632246-8,Azure Consulting,615
8/29/19,C251,Christopher Ramos,733547075-7,Web Design,164
3/26/19,C207,Carl Anderson,281914369-5,Web Hosting,856
1/21/19,C022,Joe Hanson,281914369-5,Web Hosting,945
5/25/19,C065,Adam Myers,949632246-8,Azure Consulting,492
8/13/19,C075,Paul Chapman,271951398-9,Power BI Consulting,136
3/6/19,C142,Phillip Harvey,847676762-5,Linux Consulting,406
1/9/19,C229,Brandon Wright,782417101-9,AWS Consulting,218
5/4/19,C008,Ernest Rivera,281914369-5,Web Hosting,328
7/9/19,C204,Fred Bryant,271951398-9,Power BI Consulting,69
7/17/19,C212,Wayne Gardner,941254104-X,Element Training,567
12/22/19,C023,Dennis Ruiz,733547075-7,Web Design,96
8/12/19,C144,Louis Johnston,788959641-3,Networking,833
7/25/19,C250,Arthur Webb,281914369-5,Web Hosting,346
1/15/19,C089,Patrick Rivera,941254104-X,Element Training,499
10/27/19,C150,Gregory Ramirez,271951398-9,Power BI Consulting,222
4/20/19,C033,Jonathan Hawkins,094714157-X,Consulting,935
2/1/19,C106,Justin Graham,542176934-8,Financial Reporting,805
12/27/19,C175,Wayne Rodriguez,941254104-X,Element Training,990
9/5/19,C206,Eric Shaw,094714157-X,Consulting,253
11/10/19,C042,Nicholas Cunningham,733547075-7,Web Design,497
4/3/19,C133,Jose Riley,542176934-8,Financial Reporting,452
3/12/19,C260,Edward Walker,782417101-9,AWS Consulting,427
3/13/19,C046,Douglas Tucker,271951398-9,Power BI Consulting,186
2/28/19,C038,Roger Alexander,094714157-X,Consulting,328
1/10/19,C092,Wayne Ortiz,542176934-8,Financial Reporting,355
2/1/19,C089,Patrick Rivera,094714157-X,Consulting,818
2/18/19,C192,Sean Vasquez,733547075-7,Web Design,922
9/29/19,C241,Michael Allen,788959641-3,Networking,482
5/10/19,C253,Clarence Austin,949632246-8,Azure Consulting,899
2/15/19,C249,Daniel Dixon,281914369-5,Web Hosting,331
3/9/19,C214,Wayne Gordon,847676762-5,Linux Consulting,174
4/29/19,C052,Jerry Simmons,733547075-7,Web Design,768
8/22/19,C199,Eugene Cunningham,542176934-8,Financial Reporting,272
6/5/19,C234,Louis Harris,847676762-5,Linux Consulting,784
1/25/19,C065,Adam Myers,271951398-9,Power BI Consulting,395
7/31/19,C091,Matthew Fernandez,941254104-X,Element Training,513
6/6/19,C060,Thomas Sims,941254104-X,Element Training,59
8/28/19,C261,Raymond Allen,733547075-7,Web Design,676
11/2/19,C166,Shawn Snyder,788959641-3,Networking,265
2/22/19,C095,Frank Mason,542176934-8,Financial Reporting,547
5/16/19,C241,Michael Allen,941254104-X,Element Training,288
3/6/19,C251,Christopher Ramos,542176934-8,Financial Reporting,226
6/23/19,C244,Harry Hudson,733547075-7,Web Design,169
11/19/19,C048,Patrick Graham,949632246-8,Azure Consulting,514
6/5/19,C158,Daniel Barnes,733547075-7,Web Design,614
6/6/19,C197,Peter Castillo,788959641-3,Networking,777
9/19/19,C075,Paul Chapman,941254104-X,Element Training,63
6/2/19,C042,Nicholas Cunningham,542176934-8,Financial Reporting,363
4/23/19,C198,Victor Dean,281914369-5,Web Hosting,761
8/1/19,C066,Matthew Lewis,094714157-X,Consulting,520
2/13/19,C032,Joshua Ryan,847676762-5,Linux Consulting,531
11/16/19,C227,Ralph Banks,733547075-7,Web Design,116
3/12/19,C068,Todd Davis,542176934-8,Financial Reporting,232
6/1/19,C039,Anthony Berry,094714157-X,Consulting,270
5/27/19,C118,Sean Olson,788959641-3,Networking,168
11/29/19,C018,Benjamin Kim,733547075-7,Web Design,867
9/3/19,C089,Patrick Rivera,271951398-9,Power BI Consulting,225
6/20/19,C018,Benjamin Kim,733547075-7,Web Design,665
1/8/19,C118,Sean Olson,542176934-8,Financial Reporting,65
12/22/19,C009,Victor Martinez,949632246-8,Azure Consulting,134
12/16/19,C206,Eric Shaw,094714157-X,Consulting,889
6/3/19,C255,Gregory Porter,542176934-8,Financial Reporting,584
12/29/19,C082,Edward Wright,788959641-3,Networking,704
10/31/19,C005,Gregory Simmons,271951398-9,Power BI Consulting,214
5/1/19,C100,Steve Wells,542176934-8,Financial Reporting,787
9/27/19,C205,Daniel Carroll,782417101-9,AWS Consulting,720
12/23/19,C078,Eugene Brooks,788959641-3,Networking,69
4/24/19,C010,Bobby Burton,941254104-X,Element Training,107
11/5/19,C168,Benjamin Carpenter,847676762-5,Linux Consulting,530
7/27/19,C080,Clarence Greene,281914369-5,Web Hosting,529
8/8/19,C021,Paul Larson,733547075-7,Web Design,832
5/6/19,C234,Louis Harris,094714157-X,Consulting,434
4/16/19,C192,Sean Vasquez,949632246-8,Azure Consulting,768
11/15/19,C089,Patrick Rivera,271951398-9,Power BI Consulting,329
1/16/19,C083,Raymond Barnes,782417101-9,AWS Consulting,138
3/18/19,C110,Samuel Price,542176934-8,Financial Reporting,756
5/16/19,C181,Howard Lynch,949632246-8,Azure Consulting,426
10/27/19,C021,Paul Larson,847676762-5,Linux Consulting,706
11/7/19,C125,Jonathan Lynch,941254104-X,Element Training,217
1/25/19,C006,Jeremy Vasquez,941254104-X,Element Training,79
3/13/19,C231,Gary Baker,847676762-5,Linux Consulting,96
6/7/19,C201,Steve Sanchez,941254104-X,Element Training,194
1/14/19,C242,Philip Crawford,271951398-9,Power BI Consulting,620
9/14/19,C113,Adam Riley,271951398-9,Power BI Consulting,549
12/10/19,C178,Wayne Stone,542176934-8,Financial Reporting,759
6/18/19,C146,Russell Boyd,733547075-7,Web Design,78
5/22/19,C062,Walter Watson,782417101-9,AWS Consulting,500
7/28/19,C185,Eric Bowman,733547075-7,Web Design,599
11/1/19,C119,Thomas Duncan,733547075-7,Web Design,801
7/21/19,C177,Todd Watson,542176934-8,Financial Reporting,603
1/20/19,C209,Juan Ramirez,542176934-8,Financial Reporting,161
1/11/19,C137,Charles Bell,733547075-7,Web Design,116
5/7/19,C196,Jeremy Porter,094714157-X,Consulting,133
8/10/19,C212,Wayne Gardner,542176934-8,Financial Reporting,380
5/16/19,C160,Albert Robinson,788959641-3,Networking,888
11/17/19,C178,Wayne Stone,271951398-9,Power BI Consulting,944
8/22/19,C192,Sean Vasquez,733547075-7,Web Design,636
6/13/19,C195,Ernest Knight,788959641-3,Networking,939
12/11/19,C102,Philip Bailey,782417101-9,AWS Consulting,120
2/14/19,C225,Eric Moore,941254104-X,Element Training,774
4/11/19,C242,Philip Crawford,847676762-5,Linux Consulting,967
9/11/19,C065,Adam Myers,281914369-5,Web Hosting,729
12/22/19,C229,Brandon Wright,847676762-5,Linux Consulting,601
12/21/19,C168,Benjamin Carpenter,542176934-8,Financial Reporting,1000
3/5/19,C032,Joshua Ryan,542176934-8,Financial Reporting,435
11/30/19,C062,Walter Watson,542176934-8,Financial Reporting,171
10/30/19,C108,Gerald Henry,941254104-X,Element Training,155
2/14/19,C207,Carl Anderson,281914369-5,Web Hosting,118
10/22/19,C165,Benjamin Carter,094714157-X,Consulting,181
12/31/19,C031,George Lewis,733547075-7,Web Design,71
11/19/19,C210,Samuel Palmer,782417101-9,AWS Consulting,346
4/10/19,C194,Lawrence Sanchez,847676762-5,Linux Consulting,115
8/26/19,C179,Matthew Nguyen,782417101-9,AWS Consulting,680
10/27/19,C129,Roy Shaw,782417101-9,AWS Consulting,290
8/5/19,C089,Patrick Rivera,782417101-9,AWS Consulting,673
11/17/19,C101,Charles Hughes,941254104-X,Element Training,355
11/26/19,C045,Joe Price,271951398-9,Power BI Consulting,470
2/11/19,C259,Gregory Jackson,788959641-3,Networking,617
10/24/19,C050,Shawn Torres,847676762-5,Linux Consulting,847
3/4/19,C020,Steve Diaz,788959641-3,Networking,536
6/3/19,C158,Daniel Barnes,094714157-X,Consulting,28
8/14/19,C114,Juan Perez,847676762-5,Linux Consulting,908
5/21/19,C243,Earl Franklin,281914369-5,Web Hosting,382
6/8/19,C239,Walter Woods,542176934-8,Financial Reporting,950
12/5/19,C068,Todd Davis,941254104-X,Element Training,989
6/21/19,C064,Philip Wheeler,788959641-3,Networking,486
12/22/19,C097,Sean Black,094714157-X,Consulting,388
7/3/19,C055,Jose Williams,094714157-X,Consulting,48
6/21/19,C188,Nicholas Morrison,733547075-7,Web Design,707
11/2/19,C014,Raymond Alexander,271951398-9,Power BI Consulting,735
2/15/19,C177,Todd Watson,281914369-5,Web Hosting,703
7/17/19,C087,Keith James,949632246-8,Azure Consulting,94
2/15/19,C127,Thomas Holmes,788959641-3,Networking,788
10/26/19,C161,Fred Romero,733547075-7,Web Design,82
8/11/19,C173,Adam Wheeler,941254104-X,Element Training,215
1/21/19,C170,Jason Diaz,542176934-8,Financial Reporting,314
12/8/19,C263,Jesse Alvarez,782417101-9,AWS Consulting,180
7/30/19,C244,Harry Hudson,542176934-8,Financial Reporting,28
12/29/19,C096,George Stanley,094714157-X,Consulting,373
2/26/19,C217,Jimmy Harper,271951398-9,Power BI Consulting,102
2/19/19,C216,Jonathan Freeman,788959641-3,Networking,277
9/28/19,C170,Jason Diaz,733547075-7,Web Design,619
6/21/19,C238,Terry Payne,847676762-5,Linux Consulting,114
1/27/19,C091,Matthew Fernandez,271951398-9,Power BI Consulting,501
8/2/19,C018,Benjamin Kim,941254104-X,Element Training,460
1/11/19,C186,Henry Stanley,542176934-8,Financial Reporting,101
12/9/19,C141,Henry Reyes,788959641-3,Networking,843
12/6/19,C069,Nicholas Stanley,271951398-9,Power BI Consulting,55
6/28/19,C039,Anthony Berry,941254104-X,Element Training,745
2/25/19,C059,Douglas Diaz,281914369-5,Web Hosting,692
4/29/19,C256,Aaron Moreno,788959641-3,Networking,869
10/1/19,C058,David Ford,949632246-8,Azure Consulting,707
5/2/19,C180,Juan Scott,941254104-X,Element Training,757
12/14/19,C165,Benjamin Carter,733547075-7,Web Design,875
3/4/19,C262,Victor Lawson,788959641-3,Networking,881
9/22/19,C191,Nicholas Ward,094714157-X,Consulting,214
2/8/19,C192,Sean Vasquez,941254104-X,Element Training,915
10/15/19,C015,Jason Duncan,782417101-9,AWS Consulting,688
6/16/19,C064,Philip Wheeler,847676762-5,Linux Consulting,829
9/26/19,C170,Jason Diaz,847676762-5,Linux Consulting,497
9/25/19,C062,Walter Watson,281914369-5,Web Hosting,909
3/9/19,C262,Victor Lawson,782417101-9,AWS Consulting,385
9/4/19,C083,Raymond Barnes,542176934-8,Financial Reporting,989
2/8/19,C262,Victor Lawson,094714157-X,Consulting,549
10/18/19,C191,Nicholas Ward,271951398-9,Power BI Consulting,390
9/19/19,C046,Douglas Tucker,733547075-7,Web Design,335
3/2/19,C026,Jerry Green,281914369-5,Web Hosting,317
8/19/19,C246,Fred Evans,094714157-X,Consulting,369
6/24/19,C070,Larry Ross,733547075-7,Web Design,890
2/24/19,C183,Douglas Greene,788959641-3,Networking,175
9/10/19,C089,Patrick Rivera,542176934-8,Financial Reporting,945
11/2/19,C015,Jason Duncan,542176934-8,Financial Reporting,248
10/6/19,C177,Todd Watson,281914369-5,Web Hosting,133
10/31/19,C116,Brandon Martin,542176934-8,Financial Reporting,174
4/8/19,C120,Juan Lawrence,847676762-5,Linux Consulting,163
6/30/19,C228,Raymond Fields,094714157-X,Consulting,286
11/26/19,C250,Arthur Webb,542176934-8,Financial Reporting,325
5/4/19,C184,Willie Mason,847676762-5,Linux Consulting,885
3/26/19,C174,Peter Wells,271951398-9,Power BI Consulting,302
5/22/19,C156,Joshua Anderson,094714157-X,Consulting,169
2/6/19,C003,Mark Montgomery,788959641-3,Networking,1000
5/11/19,C014,Raymond Alexander,094714157-X,Consulting,88
8/3/19,C063,Frank Weaver,847676762-5,Linux Consulting,231
5/1/19,C044,Samuel Fowler,094714157-X,Consulting,163
6/25/19,C161,Fred Romero,281914369-5,Web Hosting,935
10/30/19,C143,Justin Rodriguez,271951398-9,Power BI Consulting,780
7/28/19,C042,Nicholas Cunningham,788959641-3,Networking,830
6/7/19,C133,Jose Riley,847676762-5,Linux Consulting,391
4/15/19,C149,Todd Price,782417101-9,AWS Consulting,309
5/6/19,C008,Ernest Rivera,788959641-3,Networking,769
6/24/19,C233,Justin Butler,949632246-8,Azure Consulting,893
8/9/19,C004,Dennis Morris,782417101-9,AWS Consulting,361
5/1/19,C054,Joseph Walker,271951398-9,Power BI Consulting,168
10/10/19,C224,Andrew Butler,094714157-X,Consulting,164
10/2/19,C123,Jeremy Peterson,733547075-7,Web Design,150
5/5/19,C100,Steve Wells,542176934-8,Financial Reporting,698
9/13/19,C015,Jason Duncan,782417101-9,AWS Consulting,173
3/4/19,C188,Nicholas Morrison,094714157-X,Consulting,292
4/19/19,C224,Andrew Butler,949632246-8,Azure Consulting,571
9/23/19,C144,Louis Johnston,949632246-8,Azure Consulting,215
9/16/19,C218,Sean Alexander,542176934-8,Financial Reporting,513
11/27/19,C217,Jimmy Harper,941254104-X,Element Training,888
1/29/19,C127,Thomas Holmes,941254104-X,Element Training,64
9/12/19,C004,Dennis Morris,782417101-9,AWS Consulting,96
2/6/19,C156,Joshua Anderson,847676762-5,Linux Consulting,145
1/18/19,C076,Eric Armstrong,733547075-7,Web Design,483
12/5/19,C029,Joshua Bennett,281914369-5,Web Hosting,157
7/27/19,C090,Brian Warren,941254104-X,Element Training,482
7/5/19,C061,Carlos Martinez,094714157-X,Consulting,182
1/11/19,C195,Ernest Knight,847676762-5,Linux Consulting,955
8/18/19,C230,Larry Ray,949632246-8,Azure Consulting,184
10/14/19,C240,Carlos Hunt,788959641-3,Networking,239
2/23/19,C044,Samuel Fowler,733547075-7,Web Design,654
7/6/19,C067,Gerald Alvarez,949632246-8,Azure Consulting,552
4/4/19,C170,Jason Diaz,941254104-X,Element Training,557
12/13/19,C249,Daniel Dixon,271951398-9,Power BI Consulting,896
10/9/19,C076,Eric Armstrong,788959641-3,Networking,469
7/15/19,C120,Juan Lawrence,094714157-X,Consulting,899
9/26/19,C152,Michael Lane,542176934-8,Financial Reporting,383
1/31/19,C205,Daniel Carroll,847676762-5,Linux Consulting,41
11/18/19,C045,Joe Price,542176934-8,Financial Reporting,550
12/2/19,C248,Jonathan Cox,941254104-X,Element Training,517
9/10/19,C253,Clarence Austin,542176934-8,Financial Reporting,242
2/21/19,C093,Gerald Rogers,941254104-X,Element Training,652
3/4/19,C138,Daniel Fernandez,542176934-8,Financial Reporting,355
11/20/19,C237,Richard Peterson,542176934-8,Financial Reporting,349
7/5/19,C075,Paul Chapman,281914369-5,Web Hosting,302
10/13/19,C004,Dennis Morris,271951398-9,Power BI Consulting,83
3/29/19,C233,Justin Butler,281914369-5,Web Hosting,534
12/20/19,C004,Dennis Morris,094714157-X,Consulting,719
8/31/19,C151,Antonio Morris,788959641-3,Networking,639
5/17/19,C133,Jose Riley,847676762-5,Linux Consulting,862
7/14/19,C157,Aaron Johnson,271951398-9,Power BI Consulting,917
2/17/19,C156,Joshua Anderson,733547075-7,Web Design,482
4/25/19,C253,Clarence Austin,847676762-5,Linux Consulting,825
4/10/19,C062,Walter Watson,941254104-X,Element Training,168
7/21/19,C259,Gregory Jackson,271951398-9,Power BI Consulting,714
3/6/19,C254,Christopher Miller,782417101-9,AWS Consulting,351
2/9/19,C136,Jeremy Allen,281914369-5,Web Hosting,739
4/30/19,C210,Samuel Palmer,733547075-7,Web Design,140
4/24/19,C215,Joseph Lopez,941254104-X,Element Training,921
5/21/19,C032,Joshua Ryan,782417101-9,AWS Consulting,588
4/15/19,C088,Peter Gilbert,542176934-8,Financial Reporting,644
8/26/19,C197,Peter Castillo,271951398-9,Power BI Consulting,786
1/12/19,C006,Jeremy Vasquez,271951398-9,Power BI Consulting,106
5/24/19,C159,Steven Howard,094714157-X,Consulting,889
12/25/19,C222,Juan Hunt,281914369-5,Web Hosting,529
8/20/19,C156,Joshua Anderson,941254104-X,Element Training,975
2/8/19,C164,Stephen Andrews,782417101-9,AWS Consulting,249
5/8/19,C171,Peter Cook,949632246-8,Azure Consulting,527
10/29/19,C106,Justin Graham,094714157-X,Consulting,674
3/19/19,C020,Steve Diaz,782417101-9,AWS Consulting,665
4/16/19,C251,Christopher Ramos,782417101-9,AWS Consulting,74
4/18/19,C152,Michael Lane,782417101-9,AWS Consulting,696
10/4/19,C031,George Lewis,271951398-9,Power BI Consulting,502
5/19/19,C181,Howard Lynch,782417101-9,AWS Consulting,419
2/28/19,C026,Jerry Green,094714157-X,Consulting,396
10/21/19,C113,Adam Riley,271951398-9,Power BI Consulting,235
2/7/19,C243,Earl Franklin,542176934-8,Financial Reporting,617
12/16/19,C114,Juan Perez,733547075-7,Web Design,205
10/28/19,C163,Keith Schmidt,788959641-3,Networking,892
11/19/19,C227,Ralph Banks,941254104-X,Element Training,422
12/2/19,C241,Michael Allen,094714157-X,Consulting,185
8/10/19,C222,Juan Hunt,782417101-9,AWS Consulting,381
11/9/19,C125,Jonathan Lynch,094714157-X,Consulting,49
2/7/19,C075,Paul Chapman,847676762-5,Linux Consulting,212
7/20/19,C243,Earl Franklin,094714157-X,Consulting,439
2/3/19,C064,Philip Wheeler,733547075-7,Web Design,984
7/10/19,C067,Gerald Alvarez,788959641-3,Networking,274
12/29/19,C067,Gerald Alvarez,941254104-X,Element Training,544
6/21/19,C089,Patrick Rivera,094714157-X,Consulting,592
10/21/19,C071,James Foster,782417101-9,AWS Consulting,269
3/20/19,C161,Fred Romero,847676762-5,Linux Consulting,487
9/7/19,C030,Shawn Cook,941254104-X,Element Training,59
5/11/19,C051,Carlos Miller,271951398-9,Power BI Consulting,853
7/9/19,C166,Shawn Snyder,542176934-8,Financial Reporting,367
3/2/19,C258,Daniel Perry,094714157-X,Consulting,734
10/15/19,C233,Justin Butler,941254104-X,Element Training,884
6/6/19,C131,Bruce Harris,271951398-9,Power BI Consulting,790
6/2/19,C035,Carl Nguyen,788959641-3,Networking,431
5/25/19,C137,Charles Bell,281914369-5,Web Hosting,183
7/22/19,C107,Steven Young,733547075-7,Web Design,921
12/31/19,C209,Juan Ramirez,542176934-8,Financial Reporting,875
5/9/19,C244,Harry Hudson,941254104-X,Element Training,823
12/3/19,C083,Raymond Barnes,782417101-9,AWS Consulting,261
4/2/19,C189,Ryan Taylor,941254104-X,Element Training,113
4/30/19,C004,Dennis Morris,949632246-8,Azure Consulting,354
5/8/19,C013,Bruce Butler,271951398-9,Power BI Consulting,674
3/17/19,C222,Juan Hunt,271951398-9,Power BI Consulting,200
10/22/19,C188,Nicholas Morrison,847676762-5,Linux Consulting,96
9/11/19,C143,Justin Rodriguez,782417101-9,AWS Consulting,268
5/27/19,C043,Anthony Torres,281914369-5,Web Hosting,603
11/9/19,C174,Peter Wells,782417101-9,AWS Consulting,664
9/13/19,C008,Ernest Rivera,094714157-X,Consulting,166
9/20/19,C142,Phillip Harvey,271951398-9,Power BI Consulting,832
6/14/19,C156,Joshua Anderson,542176934-8,Financial Reporting,762
8/3/19,C097,Sean Black,788959641-3,Networking,761
2/9/19,C046,Douglas Tucker,788959641-3,Networking,357
12/11/19,C140,Billy Evans,094714157-X,Consulting,39
9/7/19,C151,Antonio Morris,281914369-5,Web Hosting,123
6/2/19,C213,Martin Berry,094714157-X,Consulting,207
4/14/19,C247,Ronald Bradley,271951398-9,Power BI Consulting,847
8/31/19,C060,Thomas Sims,782417101-9,AWS Consulting,358
1/10/19,C206,Eric Shaw,782417101-9,AWS Consulting,903
2/15/19,C139,Russell Bailey,542176934-8,Financial Reporting,751
3/17/19,C002,Victor Ramos,782417101-9,AWS Consulting,625
1/2/19,C161,Fred Romero,271951398-9,Power BI Consulting,965
12/2/19,C025,Keith Griffin,542176934-8,Financial Reporting,487
12/13/19,C120,Juan Lawrence,094714157-X,Consulting,975
6/22/19,C233,Justin Butler,949632246-8,Azure Consulting,323
3/31/19,C067,Gerald Alvarez,941254104-X,Element Training,23
5/2/19,C158,Daniel Barnes,941254104-X,Element Training,275
7/18/19,C233,Justin Butler,281914369-5,Web Hosting,177
6/6/19,C001,Jesse Evans,733547075-7,Web Design,394
5/28/19,C238,Terry Payne,949632246-8,Azure Consulting,158
1/11/19,C229,Brandon Wright,281914369-5,Web Hosting,54
3/9/19,C176,Donald Collins,733547075-7,Web Design,529
7/27/19,C037,Paul Holmes,782417101-9,AWS Consulting,513
1/23/19,C082,Edward Wright,788959641-3,Networking,441
1/31/19,C124,Thomas Gonzales,542176934-8,Financial Reporting,467
3/19/19,C172,Joshua Romero,788959641-3,Networking,656
3/5/19,C010,Bobby Burton,788959641-3,Networking,210
6/8/19,C078,Eugene Brooks,941254104-X,Element Training,388
8/23/19,C195,Ernest Knight,542176934-8,Financial Reporting,819
9/29/19,C110,Samuel Price,733547075-7,Web Design,248
3/15/19,C079,Michael Lewis,782417101-9,AWS Consulting,717
9/20/19,C026,Jerry Green,733547075-7,Web Design,282
12/10/19,C206,Eric Shaw,733547075-7,Web Design,76
8/19/19,C049,Donald Reynolds,733547075-7,Web Design,997
6/5/19,C145,Randy Simpson,271951398-9,Power BI Consulting,209
8/26/19,C246,Fred Evans,733547075-7,Web Design,761
8/1/19,C199,Eugene Cunningham,542176934-8,Financial Reporting,68
8/24/19,C016,Phillip Peters,733547075-7,Web Design,910
10/30/19,C209,Juan Ramirez,094714157-X,Consulting,65
5/8/19,C222,Juan Hunt,542176934-8,Financial Reporting,683
1/10/19,C098,Louis White,094714157-X,Consulting,107
12/14/19,C122,Benjamin Morgan,941254104-X,Element Training,640
3/29/19,C021,Paul Larson,281914369-5,Web Hosting,601
5/19/19,C195,Ernest Knight,949632246-8,Azure Consulting,151
5/20/19,C176,Donald Collins,949632246-8,Azure Consulting,684
